GKZ;CODE;TXT
32016;2;intermediate density area (towns, suburbs)
32017;3;thinly-populated area (rural area)
32018;3;thinly-populated area (rural area)
32101;3;thinly-populated area (rural area)
32104;3;thinly-populated area (rural area)
32106;3;thinly-populated area (rural area)
32107;3;thinly-populated area (rural area)
32109;3;thinly-populated area (rural area)
32110;3;thinly-populated area (rural area)
32112;3;thinly-populated area (rural area)
32114;3;thinly-populated area (rural area)
32115;3;thinly-populated area (rural area)
32116;3;thinly-populated area (rural area)
32119;3;thinly-populated area (rural area)
32120;3;thinly-populated area (rural area)
32131;3;thinly-populated area (rural area)
32132;3;thinly-populated area (rural area)
32134;3;thinly-populated area (rural area)
32135;2;intermediate density area (towns, suburbs)
32139;3;thinly-populated area (rural area)
32140;2;intermediate density area (towns, suburbs)
32141;3;thinly-populated area (rural area)
32142;2;intermediate density area (towns, suburbs)
32143;2;intermediate density area (towns, suburbs)
32202;3;thinly-populated area (rural area)
32203;3;thinly-populated area (rural area)
32206;3;thinly-populated area (rural area)
32207;3;thinly-populated area (rural area)
32209;3;thinly-populated area (rural area)
32210;3;thinly-populated area (rural area)
32212;3;thinly-populated area (rural area)
32214;3;thinly-populated area (rural area)
32216;3;thinly-populated area (rural area)
32217;3;thinly-populated area (rural area)
32219;3;thinly-populated area (rural area)
32220;3;thinly-populated area (rural area)
32221;3;thinly-populated area (rural area)
32222;3;thinly-populated area (rural area)
32223;3;thinly-populated area (rural area)
32301;3;thinly-populated area (rural area)
32302;3;thinly-populated area (rural area)
32304;2;intermediate density area (towns, suburbs)
32305;2;intermediate density area (towns, suburbs)
32306;2;intermediate density area (towns, suburbs)
32307;2;intermediate density area (towns, suburbs)
32308;3;thinly-populated area (rural area)
32309;3;thinly-populated area (rural area)
32310;3;thinly-populated area (rural area)
32311;3;thinly-populated area (rural area)
32312;3;thinly-populated area (rural area)
32313;2;intermediate density area (towns, suburbs)
32314;3;thinly-populated area (rural area)
32315;3;thinly-populated area (rural area)
32316;2;intermediate density area (towns, suburbs)
32317;3;thinly-populated area (rural area)
32318;2;intermediate density area (towns, suburbs)
32319;3;thinly-populated area (rural area)
32320;2;intermediate density area (towns, suburbs)
32321;3;thinly-populated area (rural area)
32322;3;thinly-populated area (rural area)
32323;3;thinly-populated area (rural area)
32324;3;thinly-populated area (rural area)
32325;3;thinly-populated area (rural area)
32326;3;thinly-populated area (rural area)
32327;2;intermediate density area (towns, suburbs)
32330;2;intermediate density area (towns, suburbs)
32331;3;thinly-populated area (rural area)
32332;3;thinly-populated area (rural area)
32333;3;thinly-populated area (rural area)
32334;3;thinly-populated area (rural area)
32335;3;thinly-populated area (rural area)
32336;3;thinly-populated area (rural area)
32337;2;intermediate density area (towns, suburbs)
32338;3;thinly-populated area (rural area)
30729;3;thinly-populated area (rural area)
30730;3;thinly-populated area (rural area)
31949;2;intermediate density area (towns, suburbs)
31235;3;thinly-populated area (rural area)
30731;3;thinly-populated area (rural area)
30732;2;intermediate density area (towns, suburbs)
30733;2;intermediate density area (towns, suburbs)
32144;2;intermediate density area (towns, suburbs)
30734;2;intermediate density area (towns, suburbs)
30735;2;intermediate density area (towns, suburbs)
30736;2;intermediate density area (towns, suburbs)
31950;2;intermediate density area (towns, suburbs)
30737;3;thinly-populated area (rural area)
31951;2;intermediate density area (towns, suburbs)
31952;2;intermediate density area (towns, suburbs)
30738;3;thinly-populated area (rural area)
30739;2;intermediate density area (towns, suburbs)
30740;2;intermediate density area (towns, suburbs)
31953;3;thinly-populated area (rural area)
31954;3;thinly-populated area (rural area)
30741;2;intermediate density area (towns, suburbs)
32501;3;thinly-populated area (rural area)
32502;3;thinly-populated area (rural area)
32503;3;thinly-populated area (rural area)
32504;3;thinly-populated area (rural area)
32505;3;thinly-populated area (rural area)
32506;3;thinly-populated area (rural area)
32508;3;thinly-populated area (rural area)
32509;3;thinly-populated area (rural area)
32511;3;thinly-populated area (rural area)
32514;3;thinly-populated area (rural area)
32515;3;thinly-populated area (rural area)
32516;3;thinly-populated area (rural area)
32517;3;thinly-populated area (rural area)
32518;3;thinly-populated area (rural area)
32519;3;thinly-populated area (rural area)
32520;3;thinly-populated area (rural area)
32521;3;thinly-populated area (rural area)
32522;3;thinly-populated area (rural area)
32523;3;thinly-populated area (rural area)
32524;3;thinly-populated area (rural area)
32525;3;thinly-populated area (rural area)
32528;3;thinly-populated area (rural area)
32529;3;thinly-populated area (rural area)
32530;3;thinly-populated area (rural area)
40101;1;densely populated area (cities/urban centres/urban areas)
40201;2;intermediate density area (towns, suburbs)
40301;2;intermediate density area (towns, suburbs)
40401;3;thinly-populated area (rural area)
40402;3;thinly-populated area (rural area)
40403;3;thinly-populated area (rural area)
40404;2;intermediate density area (towns, suburbs)
40405;3;thinly-populated area (rural area)
40406;3;thinly-populated area (rural area)
40407;3;thinly-populated area (rural area)
40408;3;thinly-populated area (rural area)
40409;3;thinly-populated area (rural area)
40410;3;thinly-populated area (rural area)
40411;3;thinly-populated area (rural area)
40412;3;thinly-populated area (rural area)
40413;3;thinly-populated area (rural area)
40414;3;thinly-populated area (rural area)
40415;3;thinly-populated area (rural area)
40416;3;thinly-populated area (rural area)
40417;3;thinly-populated area (rural area)
40418;3;thinly-populated area (rural area)
40419;3;thinly-populated area (rural area)
40420;3;thinly-populated area (rural area)
40421;2;intermediate density area (towns, suburbs)
40422;3;thinly-populated area (rural area)
40423;3;thinly-populated area (rural area)
40424;3;thinly-populated area (rural area)
40425;3;thinly-populated area (rural area)
40426;2;intermediate density area (towns, suburbs)
40427;3;thinly-populated area (rural area)
40428;3;thinly-populated area (rural area)
40429;3;thinly-populated area (rural area)
40430;3;thinly-populated area (rural area)
40431;2;intermediate density area (towns, suburbs)
40432;3;thinly-populated area (rural area)
40433;3;thinly-populated area (rural area)
40434;3;thinly-populated area (rural area)
40435;3;thinly-populated area (rural area)
40436;3;thinly-populated area (rural area)
40437;3;thinly-populated area (rural area)
40438;3;thinly-populated area (rural area)
40439;3;thinly-populated area (rural area)
40440;3;thinly-populated area (rural area)
40441;2;intermediate density area (towns, suburbs)
40442;3;thinly-populated area (rural area)
40443;3;thinly-populated area (rural area)
40444;3;thinly-populated area (rural area)
40445;3;thinly-populated area (rural area)
40446;3;thinly-populated area (rural area)
40501;3;thinly-populated area (rural area)
40502;3;thinly-populated area (rural area)
40503;2;intermediate density area (towns, suburbs)
40504;2;intermediate density area (towns, suburbs)
40505;3;thinly-populated area (rural area)
40506;3;thinly-populated area (rural area)
40507;3;thinly-populated area (rural area)
40508;3;thinly-populated area (rural area)
40509;2;intermediate density area (towns, suburbs)
40510;3;thinly-populated area (rural area)
40511;3;thinly-populated area (rural area)
40512;3;thinly-populated area (rural area)
40601;2;intermediate density area (towns, suburbs)
40602;3;thinly-populated area (rural area)
40603;3;thinly-populated area (rural area)
40604;2;intermediate density area (towns, suburbs)
40605;3;thinly-populated area (rural area)
40606;3;thinly-populated area (rural area)
40607;3;thinly-populated area (rural area)
40608;3;thinly-populated area (rural area)
40609;3;thinly-populated area (rural area)
40610;3;thinly-populated area (rural area)
40611;3;thinly-populated area (rural area)
40612;3;thinly-populated area (rural area)
40613;3;thinly-populated area (rural area)
40614;2;intermediate density area (towns, suburbs)
40615;3;thinly-populated area (rural area)
40616;3;thinly-populated area (rural area)
40617;3;thinly-populated area (rural area)
40618;3;thinly-populated area (rural area)
40619;3;thinly-populated area (rural area)
40620;3;thinly-populated area (rural area)
40621;3;thinly-populated area (rural area)
40622;3;thinly-populated area (rural area)
40623;3;thinly-populated area (rural area)
40624;2;intermediate density area (towns, suburbs)
40625;3;thinly-populated area (rural area)
40626;3;thinly-populated area (rural area)
40627;3;thinly-populated area (rural area)
40701;2;intermediate density area (towns, suburbs)
40702;2;intermediate density area (towns, suburbs)
40703;2;intermediate density area (towns, suburbs)
40704;2;intermediate density area (towns, suburbs)
40705;2;intermediate density area (towns, suburbs)
40706;3;thinly-populated area (rural area)
40707;3;thinly-populated area (rural area)
40708;2;intermediate density area (towns, suburbs)
40709;3;thinly-populated area (rural area)
40710;3;thinly-populated area (rural area)
40711;2;intermediate density area (towns, suburbs)
40712;3;thinly-populated area (rural area)
40713;2;intermediate density area (towns, suburbs)
40714;2;intermediate density area (towns, suburbs)
40715;3;thinly-populated area (rural area)
40716;3;thinly-populated area (rural area)
40717;3;thinly-populated area (rural area)
40718;2;intermediate density area (towns, suburbs)
40719;3;thinly-populated area (rural area)
40720;3;thinly-populated area (rural area)
40801;3;thinly-populated area (rural area)
40802;3;thinly-populated area (rural area)
40804;3;thinly-populated area (rural area)
40805;3;thinly-populated area (rural area)
40806;3;thinly-populated area (rural area)
40807;3;thinly-populated area (rural area)
40808;2;intermediate density area (towns, suburbs)
40809;3;thinly-populated area (rural area)
40810;3;thinly-populated area (rural area)
40811;3;thinly-populated area (rural area)
40812;3;thinly-populated area (rural area)
40813;3;thinly-populated area (rural area)
40814;3;thinly-populated area (rural area)
40815;3;thinly-populated area (rural area)
40816;3;thinly-populated area (rural area)
40817;3;thinly-populated area (rural area)
40818;3;thinly-populated area (rural area)
40820;3;thinly-populated area (rural area)
40821;3;thinly-populated area (rural area)
40822;3;thinly-populated area (rural area)
40823;3;thinly-populated area (rural area)
40824;3;thinly-populated area (rural area)
40825;3;thinly-populated area (rural area)
40826;3;thinly-populated area (rural area)
40827;2;intermediate density area (towns, suburbs)
40828;3;thinly-populated area (rural area)
40829;3;thinly-populated area (rural area)
40830;2;intermediate density area (towns, suburbs)
40831;3;thinly-populated area (rural area)
40832;3;thinly-populated area (rural area)
40833;3;thinly-populated area (rural area)
40834;3;thinly-populated area (rural area)
40835;3;thinly-populated area (rural area)
40901;3;thinly-populated area (rural area)
40902;3;thinly-populated area (rural area)
40903;3;thinly-populated area (rural area)
40904;3;thinly-populated area (rural area)
40905;2;intermediate density area (towns, suburbs)
40906;3;thinly-populated area (rural area)
40907;3;thinly-populated area (rural area)
40908;2;intermediate density area (towns, suburbs)
40909;3;thinly-populated area (rural area)
40910;3;thinly-populated area (rural area)
40911;3;thinly-populated area (rural area)
40912;3;thinly-populated area (rural area)
40913;3;thinly-populated area (rural area)
40914;3;thinly-populated area (rural area)
40915;3;thinly-populated area (rural area)
40916;3;thinly-populated area (rural area)
40917;3;thinly-populated area (rural area)
40918;3;thinly-populated area (rural area)
40919;3;thinly-populated area (rural area)
40920;3;thinly-populated area (rural area)
40921;3;thinly-populated area (rural area)
40922;3;thinly-populated area (rural area)
40923;3;thinly-populated area (rural area)
41001;3;thinly-populated area (rural area)
41002;2;intermediate density area (towns, suburbs)
41003;2;intermediate density area (towns, suburbs)
41004;3;thinly-populated area (rural area)
41005;2;intermediate density area (towns, suburbs)
41006;3;thinly-populated area (rural area)
41007;2;intermediate density area (towns, suburbs)
41008;3;thinly-populated area (rural area)
41009;3;thinly-populated area (rural area)
41010;3;thinly-populated area (rural area)
41011;3;thinly-populated area (rural area)
41012;2;intermediate density area (towns, suburbs)
41013;3;thinly-populated area (rural area)
41014;3;thinly-populated area (rural area)
41015;3;thinly-populated area (rural area)
41016;3;thinly-populated area (rural area)
41017;2;intermediate density area (towns, suburbs)
41018;3;thinly-populated area (rural area)
41019;2;intermediate density area (towns, suburbs)
41020;3;thinly-populated area (rural area)
41021;2;intermediate density area (towns, suburbs)
41022;3;thinly-populated area (rural area)
41101;3;thinly-populated area (rural area)
41102;3;thinly-populated area (rural area)
41103;3;thinly-populated area (rural area)
41104;3;thinly-populated area (rural area)
41105;3;thinly-populated area (rural area)
41106;3;thinly-populated area (rural area)
41107;3;thinly-populated area (rural area)
41108;3;thinly-populated area (rural area)
41109;2;intermediate density area (towns, suburbs)
41110;2;intermediate density area (towns, suburbs)
41111;2;intermediate density area (towns, suburbs)
41112;3;thinly-populated area (rural area)
41113;3;thinly-populated area (rural area)
41114;3;thinly-populated area (rural area)
41115;3;thinly-populated area (rural area)
41116;2;intermediate density area (towns, suburbs)
41117;3;thinly-populated area (rural area)
41118;3;thinly-populated area (rural area)
41119;3;thinly-populated area (rural area)
41120;2;intermediate density area (towns, suburbs)
41121;3;thinly-populated area (rural area)
41122;3;thinly-populated area (rural area)
41123;3;thinly-populated area (rural area)
41124;3;thinly-populated area (rural area)
41125;3;thinly-populated area (rural area)
41126;3;thinly-populated area (rural area)
41201;3;thinly-populated area (rural area)
41202;3;thinly-populated area (rural area)
41203;3;thinly-populated area (rural area)
41204;3;thinly-populated area (rural area)
41205;3;thinly-populated area (rural area)
41206;3;thinly-populated area (rural area)
41207;3;thinly-populated area (rural area)
41208;3;thinly-populated area (rural area)
41209;3;thinly-populated area (rural area)
41210;3;thinly-populated area (rural area)
41211;3;thinly-populated area (rural area)
41212;3;thinly-populated area (rural area)
41213;3;thinly-populated area (rural area)
41214;3;thinly-populated area (rural area)
41215;3;thinly-populated area (rural area)
41216;3;thinly-populated area (rural area)
41217;3;thinly-populated area (rural area)
41218;3;thinly-populated area (rural area)
41219;3;thinly-populated area (rural area)
41220;3;thinly-populated area (rural area)
41221;3;thinly-populated area (rural area)
41222;3;thinly-populated area (rural area)
41223;3;thinly-populated area (rural area)
41224;3;thinly-populated area (rural area)
41225;2;intermediate density area (towns, suburbs)
41226;3;thinly-populated area (rural area)
41227;3;thinly-populated area (rural area)
41228;3;thinly-populated area (rural area)
41229;3;thinly-populated area (rural area)
41230;3;thinly-populated area (rural area)
41231;3;thinly-populated area (rural area)
41232;3;thinly-populated area (rural area)
41233;3;thinly-populated area (rural area)
41234;3;thinly-populated area (rural area)
41235;3;thinly-populated area (rural area)
41236;3;thinly-populated area (rural area)
41304;3;thinly-populated area (rural area)
41305;3;thinly-populated area (rural area)
41306;3;thinly-populated area (rural area)
41307;3;thinly-populated area (rural area)
41309;3;thinly-populated area (rural area)
41311;3;thinly-populated area (rural area)
41312;3;thinly-populated area (rural area)
41313;3;thinly-populated area (rural area)
41314;3;thinly-populated area (rural area)
41315;3;thinly-populated area (rural area)
41316;3;thinly-populated area (rural area)
41317;3;thinly-populated area (rural area)
41318;3;thinly-populated area (rural area)
41319;3;thinly-populated area (rural area)
41320;3;thinly-populated area (rural area)
41321;3;thinly-populated area (rural area)
41322;3;thinly-populated area (rural area)
41323;3;thinly-populated area (rural area)
41324;3;thinly-populated area (rural area)
41325;3;thinly-populated area (rural area)
41326;3;thinly-populated area (rural area)
41327;3;thinly-populated area (rural area)
41328;3;thinly-populated area (rural area)
41329;3;thinly-populated area (rural area)
41331;3;thinly-populated area (rural area)
41332;3;thinly-populated area (rural area)
41333;3;thinly-populated area (rural area)
41334;3;thinly-populated area (rural area)
41336;3;thinly-populated area (rural area)
41337;3;thinly-populated area (rural area)
41338;3;thinly-populated area (rural area)
41341;3;thinly-populated area (rural area)
41342;3;thinly-populated area (rural area)
41343;3;thinly-populated area (rural area)
41344;3;thinly-populated area (rural area)
41345;3;thinly-populated area (rural area)
41346;3;thinly-populated area (rural area)
41401;3;thinly-populated area (rural area)
41402;3;thinly-populated area (rural area)
41403;2;intermediate density area (towns, suburbs)
41404;3;thinly-populated area (rural area)
41405;3;thinly-populated area (rural area)
41406;3;thinly-populated area (rural area)
41407;3;thinly-populated area (rural area)
41408;3;thinly-populated area (rural area)
41409;3;thinly-populated area (rural area)
41410;3;thinly-populated area (rural area)
41411;3;thinly-populated area (rural area)
41412;3;thinly-populated area (rural area)
41413;3;thinly-populated area (rural area)
41414;3;thinly-populated area (rural area)
41415;3;thinly-populated area (rural area)
41416;3;thinly-populated area (rural area)
41417;3;thinly-populated area (rural area)
41418;3;thinly-populated area (rural area)
41419;3;thinly-populated area (rural area)
41420;3;thinly-populated area (rural area)
41421;3;thinly-populated area (rural area)
41422;2;intermediate density area (towns, suburbs)
41423;3;thinly-populated area (rural area)
41424;3;thinly-populated area (rural area)
41425;3;thinly-populated area (rural area)
41426;3;thinly-populated area (rural area)
41427;3;thinly-populated area (rural area)
41428;3;thinly-populated area (rural area)
41429;3;thinly-populated area (rural area)
41430;3;thinly-populated area (rural area)
41501;3;thinly-populated area (rural area)
41502;3;thinly-populated area (rural area)
41503;2;intermediate density area (towns, suburbs)
41504;2;intermediate density area (towns, suburbs)
41505;3;thinly-populated area (rural area)
41506;2;intermediate density area (towns, suburbs)
41507;3;thinly-populated area (rural area)
41508;3;thinly-populated area (rural area)
41509;3;thinly-populated area (rural area)
41510;3;thinly-populated area (rural area)
41511;2;intermediate density area (towns, suburbs)
41512;3;thinly-populated area (rural area)
41513;3;thinly-populated area (rural area)
41514;2;intermediate density area (towns, suburbs)
41515;3;thinly-populated area (rural area)
41516;2;intermediate density area (towns, suburbs)
41517;3;thinly-populated area (rural area)
41518;3;thinly-populated area (rural area)
41521;3;thinly-populated area (rural area)
41522;3;thinly-populated area (rural area)
41601;3;thinly-populated area (rural area)
41602;3;thinly-populated area (rural area)
41603;3;thinly-populated area (rural area)
41604;3;thinly-populated area (rural area)
41605;3;thinly-populated area (rural area)
41606;3;thinly-populated area (rural area)
41607;2;intermediate density area (towns, suburbs)
41608;3;thinly-populated area (rural area)
41609;3;thinly-populated area (rural area)
41610;3;thinly-populated area (rural area)
41611;3;thinly-populated area (rural area)
41612;3;thinly-populated area (rural area)
41613;3;thinly-populated area (rural area)
41614;3;thinly-populated area (rural area)
41615;3;thinly-populated area (rural area)
41616;3;thinly-populated area (rural area)
41617;2;intermediate density area (towns, suburbs)
41618;2;intermediate density area (towns, suburbs)
41619;3;thinly-populated area (rural area)
41620;3;thinly-populated area (rural area)
41621;3;thinly-populated area (rural area)
41622;3;thinly-populated area (rural area)
41623;3;thinly-populated area (rural area)
41624;3;thinly-populated area (rural area)
41626;2;intermediate density area (towns, suburbs)
41627;3;thinly-populated area (rural area)
41628;3;thinly-populated area (rural area)
41701;3;thinly-populated area (rural area)
41702;3;thinly-populated area (rural area)
41703;2;intermediate density area (towns, suburbs)
41704;3;thinly-populated area (rural area)
41705;3;thinly-populated area (rural area)
41706;3;thinly-populated area (rural area)
41707;3;thinly-populated area (rural area)
41708;3;thinly-populated area (rural area)
41709;3;thinly-populated area (rural area)
41710;3;thinly-populated area (rural area)
41711;3;thinly-populated area (rural area)
41712;3;thinly-populated area (rural area)
41713;2;intermediate density area (towns, suburbs)
41714;3;thinly-populated area (rural area)
41715;2;intermediate density area (towns, suburbs)
41716;3;thinly-populated area (rural area)
41717;3;thinly-populated area (rural area)
41718;3;thinly-populated area (rural area)
41719;3;thinly-populated area (rural area)
41720;2;intermediate density area (towns, suburbs)
41721;3;thinly-populated area (rural area)
41722;3;thinly-populated area (rural area)
41723;3;thinly-populated area (rural area)
41724;3;thinly-populated area (rural area)
41725;3;thinly-populated area (rural area)
41726;3;thinly-populated area (rural area)
41727;3;thinly-populated area (rural area)
41728;3;thinly-populated area (rural area)
41729;3;thinly-populated area (rural area)
41730;2;intermediate density area (towns, suburbs)
41731;2;intermediate density area (towns, suburbs)
41732;2;intermediate density area (towns, suburbs)
41733;3;thinly-populated area (rural area)
41734;3;thinly-populated area (rural area)
41735;3;thinly-populated area (rural area)
41736;3;thinly-populated area (rural area)
41737;2;intermediate density area (towns, suburbs)
41738;2;intermediate density area (towns, suburbs)
41739;2;intermediate density area (towns, suburbs)
41740;3;thinly-populated area (rural area)
41741;3;thinly-populated area (rural area)
41742;3;thinly-populated area (rural area)
41743;2;intermediate density area (towns, suburbs)
41744;3;thinly-populated area (rural area)
41745;3;thinly-populated area (rural area)
41746;2;intermediate density area (towns, suburbs)
41747;3;thinly-populated area (rural area)
41748;3;thinly-populated area (rural area)
41749;3;thinly-populated area (rural area)
41750;3;thinly-populated area (rural area)
41751;3;thinly-populated area (rural area)
41752;3;thinly-populated area (rural area)
41801;3;thinly-populated area (rural area)
41802;3;thinly-populated area (rural area)
41803;3;thinly-populated area (rural area)
41804;3;thinly-populated area (rural area)
41805;3;thinly-populated area (rural area)
41806;2;intermediate density area (towns, suburbs)
41807;3;thinly-populated area (rural area)
41808;2;intermediate density area (towns, suburbs)
41809;3;thinly-populated area (rural area)
41810;3;thinly-populated area (rural area)
41811;2;intermediate density area (towns, suburbs)
41812;2;intermediate density area (towns, suburbs)
41813;3;thinly-populated area (rural area)
41814;3;thinly-populated area (rural area)
41815;3;thinly-populated area (rural area)
41816;3;thinly-populated area (rural area)
41817;3;thinly-populated area (rural area)
41818;3;thinly-populated area (rural area)
41819;3;thinly-populated area (rural area)
41820;2;intermediate density area (towns, suburbs)
41821;3;thinly-populated area (rural area)
41822;3;thinly-populated area (rural area)
41823;2;intermediate density area (towns, suburbs)
41824;2;intermediate density area (towns, suburbs)
50101;1;densely populated area (cities/urban centres/urban areas)
50201;3;thinly-populated area (rural area)
50202;2;intermediate density area (towns, suburbs)
50203;3;thinly-populated area (rural area)
50204;3;thinly-populated area (rural area)
50205;2;intermediate density area (towns, suburbs)
50206;3;thinly-populated area (rural area)
50207;2;intermediate density area (towns, suburbs)
50208;2;intermediate density area (towns, suburbs)
50209;2;intermediate density area (towns, suburbs)
50210;3;thinly-populated area (rural area)
50211;3;thinly-populated area (rural area)
50212;3;thinly-populated area (rural area)
50213;2;intermediate density area (towns, suburbs)
50301;2;intermediate density area (towns, suburbs)
50302;3;thinly-populated area (rural area)
50303;3;thinly-populated area (rural area)
50304;3;thinly-populated area (rural area)
50305;2;intermediate density area (towns, suburbs)
50306;3;thinly-populated area (rural area)
50307;3;thinly-populated area (rural area)
50308;2;intermediate density area (towns, suburbs)
50309;3;thinly-populated area (rural area)
50310;2;intermediate density area (towns, suburbs)
50311;3;thinly-populated area (rural area)
50312;3;thinly-populated area (rural area)
50313;3;thinly-populated area (rural area)
50314;2;intermediate density area (towns, suburbs)
50315;3;thinly-populated area (rural area)
50316;3;thinly-populated area (rural area)
50317;3;thinly-populated area (rural area)
50318;3;thinly-populated area (rural area)
50319;3;thinly-populated area (rural area)
50320;3;thinly-populated area (rural area)
50321;3;thinly-populated area (rural area)
50322;3;thinly-populated area (rural area)
50323;3;thinly-populated area (rural area)
50324;2;intermediate density area (towns, suburbs)
50325;3;thinly-populated area (rural area)
50326;2;intermediate density area (towns, suburbs)
50327;3;thinly-populated area (rural area)
50328;3;thinly-populated area (rural area)
50329;3;thinly-populated area (rural area)
50330;3;thinly-populated area (rural area)
50331;3;thinly-populated area (rural area)
50332;3;thinly-populated area (rural area)
50335;3;thinly-populated area (rural area)
50336;3;thinly-populated area (rural area)
50337;3;thinly-populated area (rural area)
50338;2;intermediate density area (towns, suburbs)
50339;2;intermediate density area (towns, suburbs)
50401;3;thinly-populated area (rural area)
50402;3;thinly-populated area (rural area)
50403;3;thinly-populated area (rural area)
50404;2;intermediate density area (towns, suburbs)
50405;3;thinly-populated area (rural area)
50406;3;thinly-populated area (rural area)
50407;3;thinly-populated area (rural area)
50408;3;thinly-populated area (rural area)
50409;3;thinly-populated area (rural area)
50410;3;thinly-populated area (rural area)
50411;3;thinly-populated area (rural area)
50412;3;thinly-populated area (rural area)
50413;3;thinly-populated area (rural area)
50414;3;thinly-populated area (rural area)
50415;3;thinly-populated area (rural area)
50416;3;thinly-populated area (rural area)
50417;3;thinly-populated area (rural area)
50418;2;intermediate density area (towns, suburbs)
50419;3;thinly-populated area (rural area)
50420;3;thinly-populated area (rural area)
50421;2;intermediate density area (towns, suburbs)
50422;3;thinly-populated area (rural area)
50423;3;thinly-populated area (rural area)
50424;3;thinly-populated area (rural area)
50425;3;thinly-populated area (rural area)
50501;3;thinly-populated area (rural area)
50502;3;thinly-populated area (rural area)
50503;3;thinly-populated area (rural area)
50504;3;thinly-populated area (rural area)
50505;3;thinly-populated area (rural area)
50506;3;thinly-populated area (rural area)
50507;3;thinly-populated area (rural area)
50508;3;thinly-populated area (rural area)
50509;3;thinly-populated area (rural area)
50510;3;thinly-populated area (rural area)
50511;3;thinly-populated area (rural area)
50512;3;thinly-populated area (rural area)
50513;3;thinly-populated area (rural area)
50514;3;thinly-populated area (rural area)
50515;3;thinly-populated area (rural area)
50601;3;thinly-populated area (rural area)
50602;3;thinly-populated area (rural area)
50603;3;thinly-populated area (rural area)
50604;3;thinly-populated area (rural area)
50605;3;thinly-populated area (rural area)
50606;3;thinly-populated area (rural area)
50607;3;thinly-populated area (rural area)
50608;3;thinly-populated area (rural area)
50609;3;thinly-populated area (rural area)
50610;3;thinly-populated area (rural area)
50611;3;thinly-populated area (rural area)
50612;3;thinly-populated area (rural area)
50613;3;thinly-populated area (rural area)
50614;3;thinly-populated area (rural area)
50615;3;thinly-populated area (rural area)
50616;3;thinly-populated area (rural area)
50617;3;thinly-populated area (rural area)
50618;3;thinly-populated area (rural area)
50619;2;intermediate density area (towns, suburbs)
50620;3;thinly-populated area (rural area)
50621;3;thinly-populated area (rural area)
50622;3;thinly-populated area (rural area)
50623;3;thinly-populated area (rural area)
50624;3;thinly-populated area (rural area)
50625;3;thinly-populated area (rural area)
50626;3;thinly-populated area (rural area)
50627;3;thinly-populated area (rural area)
50628;2;intermediate density area (towns, suburbs)
60101;1;densely populated area (cities/urban centres/urban areas)
60305;2;intermediate density area (towns, suburbs)
60318;3;thinly-populated area (rural area)
60323;3;thinly-populated area (rural area)
60324;3;thinly-populated area (rural area)
60326;3;thinly-populated area (rural area)
60329;3;thinly-populated area (rural area)
60341;3;thinly-populated area (rural area)
60344;2;intermediate density area (towns, suburbs)
60345;3;thinly-populated area (rural area)
60346;3;thinly-populated area (rural area)
60347;3;thinly-populated area (rural area)
60348;3;thinly-populated area (rural area)
60349;3;thinly-populated area (rural area)
60350;3;thinly-populated area (rural area)
60351;3;thinly-populated area (rural area)
60608;2;intermediate density area (towns, suburbs)
60611;2;intermediate density area (towns, suburbs)
60613;2;intermediate density area (towns, suburbs)
60617;2;intermediate density area (towns, suburbs)
60618;3;thinly-populated area (rural area)
60619;2;intermediate density area (towns, suburbs)
60623;3;thinly-populated area (rural area)
60624;2;intermediate density area (towns, suburbs)
60626;3;thinly-populated area (rural area)
60628;3;thinly-populated area (rural area)
60629;3;thinly-populated area (rural area)
60632;3;thinly-populated area (rural area)
60639;3;thinly-populated area (rural area)
60641;3;thinly-populated area (rural area)
60642;3;thinly-populated area (rural area)
60645;3;thinly-populated area (rural area)
60646;2;intermediate density area (towns, suburbs)
60647;3;thinly-populated area (rural area)
60648;3;thinly-populated area (rural area)
60651;3;thinly-populated area (rural area)
60653;3;thinly-populated area (rural area)
60654;3;thinly-populated area (rural area)
60655;2;intermediate density area (towns, suburbs)
60656;3;thinly-populated area (rural area)
60659;3;thinly-populated area (rural area)
60660;3;thinly-populated area (rural area)
60661;3;thinly-populated area (rural area)
60662;2;intermediate density area (towns, suburbs)
60663;3;thinly-populated area (rural area)
60664;2;intermediate density area (towns, suburbs)
60665;3;thinly-populated area (rural area)
60666;3;thinly-populated area (rural area)
60667;2;intermediate density area (towns, suburbs)
60668;3;thinly-populated area (rural area)
60669;2;intermediate density area (towns, suburbs)
60670;2;intermediate density area (towns, suburbs)
61001;3;thinly-populated area (rural area)
61002;3;thinly-populated area (rural area)
61007;3;thinly-populated area (rural area)
61008;3;thinly-populated area (rural area)
61012;2;intermediate density area (towns, suburbs)
61013;3;thinly-populated area (rural area)
61016;3;thinly-populated area (rural area)
61017;3;thinly-populated area (rural area)
61019;3;thinly-populated area (rural area)
61020;3;thinly-populated area (rural area)
61021;3;thinly-populated area (rural area)
61024;3;thinly-populated area (rural area)
61027;3;thinly-populated area (rural area)
61030;3;thinly-populated area (rural area)
61032;3;thinly-populated area (rural area)
61033;3;thinly-populated area (rural area)
61043;3;thinly-populated area (rural area)
61045;2;intermediate density area (towns, suburbs)
61049;3;thinly-populated area (rural area)
61050;3;thinly-populated area (rural area)
61051;3;thinly-populated area (rural area)
61052;3;thinly-populated area (rural area)
61053;2;intermediate density area (towns, suburbs)
61054;3;thinly-populated area (rural area)
