,Gemeindekennziffer,Gemeindename,Gemeindecode,Status,PLZ des Gem.Amtes,weitere Postleitzahlen,Einwohner,Arbeitsstätten,Beschäftigte,Alter,Einkommen,Erbwerbstätige (15-64),Grundstückspreise,Anzahl an Ehepaaren,Anzahl der Kinder
1186,41426,Taufkirchen an der Pram,41426,M,4775,4774 4791,2940,0.08163265306122448,0.5207482993197279,43.19,36.272,0.4931972789115646,24.6,0.21768707482993196,1.64
1187,41427,Vichtenstein,41427,,4091,,617,0.07293354943273905,0.1393841166936791,45.04,32.817,0.5008103727714749,19.2,0.20907617504051865,1.74
1188,41428,Waldkirchen am Wesen,41428,,4085,4724,1185,0.09451476793248945,0.31476793248945145,44.19,39.465,0.5350210970464135,25.2,0.2059071729957806,1.63
1189,41429,Wernstein am Inn,41429,,4783,4784,1554,0.07014157014157014,0.2767052767052767,43.79,36.695,0.4942084942084942,39.0,0.20270270270270271,1.73
1190,41430,Zell an der Pram,41430,,4755,,1986,0.08459214501510574,0.39677744209466265,42.82,37.618,0.5085599194360524,32.8,0.20443101711983888,1.81
1191,41501,Adlwang,41501,,4541,,1948,0.08264887063655031,0.34394250513347024,40.29,41.331,0.5143737166324436,90.7,0.21149897330595482,1.77
1192,41502,Aschach an der Steyr,41502,,4421,4523 4594,2312,0.08088235294117647,0.19160899653979238,42.33,48.579,0.532439446366782,81.0,0.22577854671280276,1.73
1193,41503,Bad Hall,41503,ST,4540,,5592,0.07439198855507868,0.5851216022889842,44.28,41.463,0.4633404864091559,113.4,0.18025751072961374,1.64
1194,41504,Dietach,41504,,4407,4484,3307,0.08134260659207741,0.5149682491684306,42.08,47.133,0.5322044148775326,136.4,0.2252797097066828,1.66
1195,41505,Gaflenz,41505,M,3334,3335,1922,0.09365244536940687,0.3231009365244537,42.14,36.509,0.5192507804370448,61.2,0.2393340270551509,1.84
1196,41506,Garsten,41506,M,4451,4400 4461 4523,6603,0.07254278358321975,0.2854762986521278,44.65,48.413,0.4817507193699833,117.2,0.2082386793881569,1.64
1197,41507,Großraming,41507,,4463,4443,2671,0.08236615499812804,0.4316735305129165,43.84,42.326,0.49007862223886184,59.8,0.2223886184949457,1.8
1198,41508,Laussa,41508,,4461,4460 4463,1235,0.09635627530364373,0.22753036437246962,41.7,40.444,0.5441295546558704,53.8,0.22672064777327935,1.86
1199,41509,Losenstein,41509,,4460,,1588,0.09571788413098237,0.5887909319899244,44.25,39.971,0.5239294710327456,53.8,0.22732997481108314,1.73
1200,41510,Maria Neustift,41510,,4443,4442 4463,1635,0.09051987767584098,0.1981651376146789,40.11,39.749,0.5321100917431193,59.8,0.21162079510703363,1.79
1201,41511,Pfarrkirchen bei Bad Hall,41511,,4540,4552,2316,0.06001727115716753,0.19473229706390327,42.8,43.564,0.5133851468048359,122.5,0.22409326424870465,1.65
1202,41512,Reichraming,41512,,4462,,1707,0.08670181605155243,0.3093145869947276,45.78,41.368,0.5131810193321616,53.8,0.22261277094317516,1.7
1203,41513,Rohr im Kremstal,41513,,4532,4550,1445,0.08235294117647059,0.3217993079584775,40.17,41.353,0.5176470588235295,91.9,0.21522491349480968,1.68
1204,41514,St. Ulrich bei Steyr,41514,,4400,4442 4443 4451,3084,0.0937094682230869,0.3158236057068742,45.0,48.266,0.48476005188067445,190.4,0.23086900129701687,1.64
1205,41515,Schiedlberg,41515,,4521,4493 4522 4522,1280,0.128125,0.396875,42.13,41.648,0.51640625,100.4,0.21953125,1.69
1206,41516,Sierning,41516,M,4522,4523 4531,9413,0.06597259109741846,0.29055561457558693,44.07,43.391,0.5136513332625093,104.0,0.20822267077446086,1.61
1207,41517,Ternberg,41517,M,4452,4451 4453 4596,3370,0.1026706231454006,0.4056379821958457,44.51,42.008,0.51513353115727,106.2,0.20890207715133532,1.67
1208,41518,Waldneukirchen,41518,,4595,,2238,0.09606791778373548,0.5433422698838248,41.86,41.695,0.5241286863270778,87.6,0.21090259159964253,1.75
1209,41521,Wolfern,41521,M,4493,,3202,0.08806995627732667,0.4647095565271705,44.1,47.797,0.5056214865708932,119.2,0.22142410993129294,1.64
1210,41522,Weyer,41522,M,3335,4464 8934,4068,0.08308751229105212,0.3483284169124877,45.96,40.508,0.48697148475909535,48.5,0.2128810226155359,1.68
1211,41601,Alberndorf in der Riedmark,41601,,4211,4202,4214,0.06929283341243474,0.16990982439487423,41.22,42.688,0.5308495491219744,116.8,0.21737066919791173,1.75
1212,41602,Altenberg bei Linz,41602,M,4203,4040 4202 4210 4211,4633,0.08590546082451975,0.22318152385063675,42.3,49.834,0.5195337794085906,166.9,0.2315993956399741,1.73
1213,41603,Bad Leonfelden,41603,ST,4190,,4270,0.09344262295081968,0.6072599531615925,42.68,40.021,0.509367681498829,96.4,0.197423887587822,1.73
1214,41604,Eidenberg,41604,,4201,4202,2101,0.09757258448357925,0.1894336030461685,42.0,43.394,0.5711565920990005,90.2,0.21894336030461684,1.72
1215,41605,Engerwitzdorf,41605,,4209,4222,8859,0.059600406366407045,0.28693983519584604,42.78,47.047,0.5165368551755277,178.0,0.21108477254769162,1.64
1216,41606,Feldkirchen an der Donau,41606,M,4101,4113,5361,0.08226077224398433,0.2995709755642604,44.28,43.711,0.5263943294161537,102.3,0.21432568550643535,1.64
1217,41607,Gallneukirchen,41607,ST,4210,,6625,0.1541132075471698,0.5216603773584906,43.48,47.31,0.5080754716981132,210.2,0.19079245283018867,1.64
1218,41608,Goldwörth,41608,,4102,,797,0.08406524466750313,0.2383939774153074,45.01,46.995,0.5784190715181933,102.3,0.2572145545796738,1.57
1219,41609,Gramastetten,41609,M,4201,4040 4100 4111 4112,5100,0.09098039215686274,0.2515686274509804,44.42,49.734,0.5154901960784314,189.3,0.21803921568627452,1.63
1220,41610,Haibach im Mühlkreis,41610,,4204,,921,0.08794788273615635,0.13246471226927253,42.14,45.936,0.5407166123778502,63.1,0.2301845819761129,1.71
1221,41611,Hellmonsödt,41611,M,4202,,2349,0.08514261387824607,0.27628778203490845,45.02,46.702,0.5146871008939975,140.8,0.19923371647509577,1.57
1222,41612,Herzogsdorf,41612,M,4175,4101 4181,2675,0.09158878504672897,0.2269158878504673,41.13,41.343,0.5551401869158878,46.9,0.20074766355140186,1.7
1223,41613,Kirchschlag bei Linz,41613,,4202,4040 4201,2187,0.09282121627800641,0.32418838591678095,42.93,45.826,0.5308641975308642,111.8,0.22039323273891176,1.75
1224,41614,Lichtenberg,41614,,4040,4201,2787,0.09041980624327234,0.2127735916756369,43.41,54.563,0.49910297811266596,212.2,0.22640832436311445,1.67
1225,41615,Oberneukirchen,41615,M,4181,4182 4183,3168,0.08775252525252525,0.3592171717171717,43.98,41.498,0.5340909090909091,43.2,0.21559343434343434,1.73
1226,41616,Ottenschlag im Mühlkreis,41616,,4204,,564,0.0726950354609929,0.12411347517730496,40.35,38.054,0.48404255319148937,56.7,0.21453900709219859,1.74
1227,41617,Ottensheim,41617,M,4100,,4764,0.09130982367758186,0.3608312342569269,43.58,49.064,0.5065071368597817,212.2,0.19689336691855583,1.63
1228,41618,Puchenau,41618,,4048,,4531,0.08033546678437431,0.19510041933348046,46.73,57.946,0.45376296623261975,212.2,0.22092253365702935,1.58
1229,41619,Reichenau im Mühlkreis,41619,M,4204,4180,1321,0.07645722937168811,0.18925056775170326,41.87,44.673,0.5442846328538986,73.1,0.21271763815291445,1.69
1230,41620,Reichenthal,41620,M,4193,4240,1489,0.09066487575554064,0.40967092008059103,40.91,38.665,0.5473472128945601,41.1,0.21423774345198118,1.79
1231,41621,St. Gotthard im Mühlkreis,41621,,4112,,1315,0.07300380228136882,0.14752851711026616,43.71,41.487,0.5239543726235741,64.2,0.22281368821292777,1.7
1232,41622,Schenkenfelden,41622,M,4192,,1581,0.09867172675521822,0.24857685009487665,42.69,41.046,0.5287792536369387,56.7,0.22770398481973433,1.74
1233,41623,Sonnberg im Mühlkreis,41623,,4180,4202,1060,0.08396226415094339,0.20943396226415095,39.83,41.808,0.529245283018868,101.6,0.2009433962264151,1.69
1234,41624,Steyregg,41624,ST,4221,4040,4934,0.07985407377381434,0.3670449939197406,44.62,47.648,0.507701661937576,116.7,0.2156465342521281,1.57
1235,41626,Walding,41626,M,4111,,4214,0.07617465590887518,0.2933080208827717,44.79,46.405,0.4959658281917418,114.5,0.21357380161366873,1.64
1236,41627,Zwettl an der Rodl,41627,M,4180,4181 4201,1745,0.09570200573065903,0.29512893982808025,41.56,40.38,0.5243553008595988,88.3,0.2034383954154728,1.81
1237,41628,Vorderweißenbach,41628,M,4191,4183 4184 4190,2670,0.07790262172284644,0.2786516853932584,41.12,39.423,0.5385767790262173,40.0,0.21910112359550563,1.84
1238,41701,Ampflwang im Hausruckwald,41701,M,4843,,3388,0.05430932703659976,0.31729634002361273,44.72,38.635,0.46812278630460447,40.2,0.21133412042502953,1.64
1239,41702,Attersee am Attersee,41702,,4864,,1616,0.12438118811881188,0.31992574257425743,44.78,49.249,0.4938118811881188,245.5,0.18626237623762376,1.65
1240,41703,Attnang-Puchheim,41703,ST,4800,,9101,0.055927920008790245,0.545764201736073,42.58,36.611,0.4513789693440281,116.2,0.2009669267113504,1.76
1241,41704,Atzbach,41704,,4904,,1229,0.10577705451586655,0.4646053702196908,41.47,38.547,0.5272579332790887,65.6,0.20748576078112285,1.81
1242,41705,Aurach am Hongar,41705,,4861,4814 4844,1776,0.07094594594594594,0.15427927927927929,40.55,41.766,0.5377252252252253,63.8,0.20833333333333334,1.68
1243,41706,Berg im Attergau,41706,,4880,4863,1070,0.09065420560747664,0.22803738317757008,40.48,39.375,0.5448598130841121,119.5,0.21214953271028036,1.71
1244,41707,Desselbrunn,41707,,4693,4800,1888,0.07786016949152542,0.2457627118644068,40.28,40.497,0.524364406779661,80.9,0.2145127118644068,1.74
1245,41708,Fornach,41708,,4892,4890,969,0.07739938080495357,0.30340557275541796,39.86,41.106,0.5686274509803921,54.3,0.22084623323013416,1.8
1246,41709,Frankenburg am Hausruck,41709,M,4873,4871,4884,0.07596232596232597,0.3157248157248157,43.37,40.36,0.5225225225225225,61.1,0.20802620802620803,1.63
1247,41710,Frankenmarkt,41710,M,4890,4891,3757,0.07239819004524888,0.5278147458078254,42.44,37.971,0.4897524620708012,71.7,0.19882885280809157,1.74
1248,41711,Gampern,41711,,4851,4871,2961,0.07565011820330969,0.5589327929753461,40.8,43.793,0.5322526173590003,75.1,0.2171563660925363,1.69
1249,41712,Innerschwand am Mondsee,41712,,5310,4866 5311,1215,0.11275720164609053,0.2905349794238683,41.4,41.457,0.5366255144032922,217.6,0.19588477366255144,1.72
1250,41713,Lenzing,41713,M,4860,,5224,0.04919601837672282,1.101071975497703,43.57,41.756,0.4827718223583461,87.6,0.1948698315467075,1.61
1251,41714,Manning,41714,,4903,,789,0.06590621039290241,0.11153358681875793,42.97,40.356,0.5285171102661597,65.6,0.22813688212927757,1.89
1252,41715,Mondsee,41715,M,5310,,3934,0.18556176919166242,0.913065582104728,43.8,42.721,0.5101677681748856,470.2,0.1583629893238434,1.56
1253,41716,Neukirchen an der Vöckla,41716,,4872,4850 4871 4873,2640,0.07651515151515151,0.32462121212121214,42.44,41.753,0.5125,56.9,0.20984848484848484,1.75
1254,41717,Niederthalheim,41717,,4692,4690 4691 4902,1132,0.09098939929328621,0.20936395759717313,40.22,39.67,0.4902826855123675,52.2,0.21554770318021202,1.94
1255,41718,Nußdorf am Attersee,41718,,4865,,1133,0.15357458075904679,0.3680494263018535,45.67,47.398,0.5030891438658429,217.6,0.21712268314210062,1.64
1256,41719,Oberhofen am Irrsee,41719,,4894,4893 5202,1696,0.09316037735849056,0.28773584905660377,40.34,38.98,0.5507075471698113,211.5,0.18985849056603774,1.68
1257,41720,Oberndorf bei Schwanenstadt,41720,,4690,,1344,0.05952380952380952,0.3080357142857143,45.12,42.631,0.5290178571428571,65.6,0.23958333333333334,1.67
1258,41721,Oberwang,41721,,4882,,1740,0.11609195402298851,0.4482758620689655,40.04,35.055,0.5804597701149425,95.6,0.22011494252873562,1.76
1259,41722,Ottnang am Hausruck,41722,M,4901,,3897,0.07082371054657428,0.22401847575057737,42.5,39.124,0.49037721324095457,44.3,0.20656915576084167,1.8
1260,41723,Pfaffing,41723,,4870,4871 4892,1515,0.058085808580858087,0.3214521452145215,42.82,41.348,0.4884488448844885,54.3,0.20462046204620463,1.79
1261,41724,Pilsbach,41724,,4840,4800 4841,631,0.09033280507131537,0.15530903328050713,43.34,44.469,0.5483359746434231,116.2,0.2266244057052298,1.76
1262,41725,Pitzenberg,41725,,4690,,546,0.06227106227106227,0.1446886446886447,41.18,40.372,0.5293040293040293,65.6,0.22893772893772893,1.68
1263,41726,Pöndorf,41726,,4891,5212,2418,0.08188585607940446,0.2704714640198511,41.7,37.954,0.5421836228287841,58.8,0.20926385442514475,1.71
1264,41727,Puchkirchen am Trattberg,41727,,4849,,1092,0.09065934065934066,0.31684981684981683,39.63,41.501,0.5173992673992674,44.2,0.22435897435897437,1.85
1265,41728,Pühret,41728,,4690,4800 4846,622,0.06913183279742766,0.1414790996784566,40.9,40.883,0.5048231511254019,65.6,0.2282958199356913,1.68
1266,41729,Redleiten,41729,,4873,,537,0.0633147113594041,0.12849162011173185,39.79,36.57,0.5437616387337058,40.2,0.22160148975791433,1.8
1267,41730,Redlham,41730,,4846,,1628,0.06203931203931204,0.5964373464373465,42.6,41.69,0.5325552825552825,75.3,0.214987714987715,1.61
1268,41731,Regau,41731,M,4844,4800 4812 4845 4860,6774,0.10392677886034839,0.4630941836433422,41.67,42.119,0.525981694715087,90.8,0.21671095364629467,1.68
1269,41732,Rüstorf,41732,,4690,4693,2196,0.056010928961748634,0.2459016393442623,42.05,40.722,0.4977231329690346,71.0,0.21539162112932606,1.68
1270,41733,Rutzenham,41733,,4690,,296,0.12162162162162163,0.3108108108108108,40.05,39.266,0.5135135135135135,65.6,0.22635135135135134,1.6
1271,41734,St. Georgen im Attergau,41734,M,4880,,4492,0.08949243098842387,0.4390026714158504,41.28,39.696,0.519813000890472,100.3,0.19568121104185218,1.69
1272,41735,St. Lorenz,41735,,5310,,2521,0.11860372867909559,0.3538278460928203,41.79,45.487,0.5267750892502975,516.3,0.19912733042443476,1.71
1273,41736,Schlatt,41736,,4690,4691,1416,0.06497175141242938,0.23163841807909605,42.29,41.256,0.5,81.0,0.19562146892655366,1.74
1274,41737,Schörfling am Attersee,41737,M,4861,,3461,0.09621496677260907,0.4547818549552153,43.82,46.097,0.5244149089858422,124.6,0.20947702976018492,1.59
1275,41738,Schwanenstadt,41738,ST,4690,,4494,0.08233199821984868,0.5080106809078772,41.77,38.714,0.47485536270583,114.9,0.17467734757454384,1.67
1276,41739,Seewalchen am Attersee,41739,M,4863,4851 4880,5703,0.07329475714536209,0.2675784674732597,43.63,46.411,0.5039452919516044,154.7,0.20252498684902684,1.59
1277,41740,Steinbach am Attersee,41740,,4853,,904,0.11946902654867257,0.40154867256637167,45.84,46.97,0.4579646017699115,328.7,0.17920353982300885,1.76
1278,41741,Straß im Attergau,41741,,4881,,1525,0.08786885245901639,0.23672131147540984,41.2,37.429,0.5495081967213115,86.1,0.21114754098360655,1.79
1279,41742,Tiefgraben,41742,,5310,4893,4014,0.10687593423019431,0.33134030891878424,40.77,46.263,0.5535625311410065,298.5,0.2077727952167414,1.72
1280,41743,Timelkam,41743,M,4850,4841 4860,5916,0.05933062880324544,0.3096686950642326,43.92,41.58,0.47565922920892495,124.8,0.20064232589587558,1.66
1281,41744,Ungenach,41744,,4841,4850,1487,0.07397444519166106,0.1714862138533961,41.47,42.148,0.543375924680565,57.1,0.2246133154001345,1.78
1282,41745,Unterach am Attersee,41745,,4866,,1516,0.10488126649076517,0.5996042216358839,46.21,46.506,0.47559366754617416,217.6,0.18865435356200527,1.64
1283,41746,Vöcklabruck,41746,ST,4840,4841 4850,12445,0.1271193250301326,1.0931297709923664,44.92,42.028,0.46195259140216954,173.2,0.18167938931297709,1.63
1284,41747,Vöcklamarkt,41747,M,4870,4871 4890,5048,0.08478605388272584,0.49583993660855785,41.95,37.672,0.5148573692551506,69.6,0.20463549920760699,1.7
1285,41748,Weißenkirchen im Attergau,41748,,4890,4891 5204,956,0.10774058577405858,0.303347280334728,42.3,37.383,0.5366108786610879,57.0,0.23430962343096234,1.83
1286,41749,Weyregg am Attersee,41749,,4852,4861,1562,0.11011523687580026,0.2407170294494238,44.81,49.293,0.5025608194622279,217.6,0.2112676056338028,1.63
1287,41750,Wolfsegg am Hausruck,41750,M,4902,,2034,0.06538839724680433,0.3249754178957719,42.35,40.177,0.48279252704031467,48.2,0.2153392330383481,1.77
1288,41751,Zell am Moos,41751,,4893,,1625,0.10830769230769231,0.44553846153846155,42.45,41.337,0.5243076923076923,288.2,0.2073846153846154,1.69
1289,41752,Zell am Pettenfirst,41752,,4842,,1236,0.07281553398058252,0.1836569579288026,42.35,42.504,0.5056634304207119,57.3,0.21359223300970873,1.7
1290,41801,Aichkirchen,41801,,4671,,613,0.08809135399673736,0.7732463295269169,38.57,43.053,0.5024469820554649,55.5,0.19575856443719414,1.83
1291,41802,Bachmanning,41802,,4672,,739,0.08525033829499323,0.2787550744248985,40.58,39.369,0.45737483085250336,54.6,0.21109607577807848,1.81
1292,41803,Bad Wimsbach-Neydharting,41803,M,4654,,2577,0.08769887466045789,0.41171905316259216,42.05,41.337,0.5405510283275126,81.8,0.20682964687621266,1.68
1293,41804,Buchkirchen,41804,M,4611,4612 4613 4631,4028,0.07745779543197617,0.2941906653426018,43.78,47.05,0.5409632571996028,151.5,0.2256703078450844,1.64
1294,41805,Eberstalzell,41805,,4653,,2820,0.09078014184397164,0.4907801418439716,39.86,39.905,0.524113475177305,109.3,0.18936170212765957,1.73
1295,41806,Edt bei Lambach,41806,,4650,,2351,0.0867715865589111,0.6741811994895789,42.25,44.013,0.5138239047213952,96.0,0.21182475542322415,1.61
1296,41807,Fischlham,41807,,4652,4641,1345,0.09739776951672863,0.3271375464684015,43.85,45.047,0.5286245353159851,63.1,0.23048327137546468,1.66
1297,41808,Gunskirchen,41808,M,4623,4600 4650,6343,0.08355667665142677,0.7627305691313259,42.5,44.392,0.5093804193599243,168.9,0.21598612643859372,1.66
1298,41809,Holzhausen,41809,,4615,,1022,0.09686888454011741,0.601761252446184,38.33,46.992,0.5958904109589042,167.4,0.2035225048923679,1.58
1299,41810,Krenglbach,41810,,4631,4702,3215,0.071850699844479,0.3166407465007776,42.38,45.416,0.5178849144634525,135.7,0.23048211508553654,1.65
1300,41811,Lambach,41811,M,4650,,3583,0.06977393245883338,0.4016187552330449,43.4,39.218,0.46413619871615963,96.0,0.17945855428411944,1.69
1301,41812,Marchtrenk,41812,ST,4614,,14334,0.06941537602902191,0.4845821124598856,41.19,40.841,0.5064880703223106,153.0,0.20092088740058603,1.65
1302,41813,Neukirchen bei Lambach,41813,,4671,,964,0.07468879668049792,0.23132780082987553,40.91,43.986,0.5051867219917012,79.3,0.22406639004149378,1.65
1303,41814,Offenhausen,41814,M,4625,4624 4714,1719,0.08027923211169284,0.24374636416521234,40.68,40.975,0.5555555555555556,67.0,0.20011634671320536,1.73
1304,41815,Pennewang,41815,,4624,4625 4672,946,0.10993657505285412,0.22093023255813954,40.53,45.943,0.5465116279069767,73.4,0.21141649048625794,1.79
1305,41816,Pichl bei Wels,41816,M,4632,4631 4633 4701 4702,2912,0.08791208791208792,0.3557692307692308,41.85,42.602,0.5394917582417582,95.2,0.21462912087912087,1.72
1306,41817,Sattledt,41817,M,4642,,2690,0.10148698884758364,1.4836431226765798,40.91,41.122,0.549814126394052,135.0,0.20557620817843866,1.71
1307,41818,Schleißheim,41818,,4600,,1422,0.06891701828410689,0.14978902953586498,40.08,49.842,0.5358649789029536,142.3,0.20745428973277075,1.67
1308,41819,Sipbachzell,41819,,4621,,2158,0.09453197405004633,0.4068582020389249,39.71,44.139,0.49721964782205746,149.5,0.20806302131603335,1.73
1309,41820,Stadl-Paura,41820,M,4651,,4968,0.06924315619967794,0.25644122383252815,44.04,39.131,0.5064412238325282,88.0,0.2111513687600644,1.58
1310,41821,Steinerkirchen an der Traun,41821,M,4652,4655,2435,0.10225872689938398,0.30184804928131415,42.16,42.371,0.5203285420944559,88.2,0.2082135523613963,1.76
1311,41822,Steinhaus,41822,,4641,,2383,0.0994544691565254,0.8854385228703315,42.04,50.106,0.48510281158203944,164.4,0.20898027696181284,1.67
1312,41823,Thalheim bei Wels,41823,M,4600,,5564,0.09974838245866283,0.5418763479511143,44.34,46.817,0.4994608195542775,245.1,0.19823867721063984,1.64
1313,41824,Weißkirchen an der Traun,41824,,4616,,3443,0.09090909090909091,0.43334301481266335,41.94,47.52,0.550682544292768,166.5,0.22945106012198663,1.61
1314,50101,Salzburg,50101,SR,5020,5023 5026 5061 5071 5081 5082,155416,0.10208086683481753,0.7588922633448294,43.61,42.825,0.46920522983476604,1043.0,0.15840067946672157,1.6
1315,50201,Abtenau,50201,M,5441,5442 5524,5894,0.11011197828299966,0.47522904648795383,43.32,38.598,0.5342721411605023,189.3,0.21920597217509333,1.7
1316,50202,Adnet,50202,,5421,5323,3675,0.10040816326530612,0.4092517006802721,42.45,44.667,0.5251700680272109,440.7,0.21360544217687075,1.63
1317,50203,Annaberg-Lungötz,50203,,5524,5523,2229,0.10004486316733961,0.3876177658142665,43.04,37.508,0.4984297891431135,204.9,0.2202781516375056,1.78
1318,50204,Golling an der Salzach,50204,M,5440,,4322,0.08306339657565942,0.36719111522443315,41.94,39.727,0.4969921332716335,337.6,0.19435446552521982,1.7
1319,50205,Hallein,50205,ST,5400,5083 5422,21353,0.07802182363133986,0.4506626703507704,41.46,39.749,0.5047065986044116,332.6,0.18545403456188825,1.65
1320,50206,Krispl,50206,,5425,,885,0.12655367231638417,0.24858757062146894,42.37,41.766,0.5231638418079096,167.0,0.21129943502824858,1.72
1321,50207,Kuchl,50207,M,5431,5424,7384,0.08599674972914409,0.4154929577464789,41.24,40.806,0.5170639219934995,405.7,0.20178764897074755,1.77
1322,50208,Oberalm,50208,M,5411,5400,4462,0.08000896458987002,0.29896907216494845,44.48,46.315,0.4805020170327208,440.7,0.1927386822052891,1.65
1323,50209,Puch bei Hallein,50209,,5412,,4728,0.08354483925549916,0.761844331641286,42.61,44.497,0.5184010152284264,440.7,0.19310490693739424,1.64
1324,50210,Rußbach am Paß Gschütt,50210,,5442,,775,0.09548387096774194,0.2903225806451613,44.41,35.684,0.4967741935483871,129.1,0.21806451612903227,1.62
1325,50211,Sankt Koloman,50211,,5423,,1783,0.09534492428491306,0.18283791362871565,40.57,43.192,0.5154234436343241,167.0,0.21817162086371283,1.87
1326,50212,Scheffau am Tennengebirge,50212,,5440,5441,1413,0.09624911535739561,0.25902335456475584,41.46,41.767,0.4996461429582449,337.6,0.21372965322009907,1.79
1327,50213,Bad Vigaun,50213,,5424,,2089,0.0794638583054093,0.34035423647678315,42.21,40.548,0.5471517472474868,405.7,0.2077549066539014,1.64
1328,50301,Anif,50301,,5081,,4327,0.11509128726600416,0.7561821123180033,44.83,49.479,0.4779292812572221,892.1,0.18257453200831986,1.55
1329,50302,Anthering,50302,,5102,,3737,0.09071447685309071,0.37035054856837035,42.58,44.595,0.5552582285255553,367.7,0.20096333957720097,1.64
1330,50303,Bergheim,50303,,5101,,5741,0.11443999303257273,0.8388782442083261,42.08,46.191,0.48406201010276956,471.2,0.1851593798989723,1.58
1331,50304,Berndorf bei Salzburg,50304,,5165,,1706,0.10668229777256741,0.2825322391559203,43.25,40.508,0.5486518171160609,141.6,0.2104337631887456,1.66
1332,50305,Bürmoos,50305,,5111,,4940,0.04696356275303644,0.3696356275303644,42.49,40.792,0.5054655870445344,186.1,0.21052631578947367,1.63
1333,50306,Dorfbeuern,50306,,5152,,1580,0.08481012658227848,0.21265822784810126,42.14,39.828,0.5379746835443038,141.1,0.21962025316455697,1.68
1334,50307,Ebenau,50307,,5323,,1440,0.09583333333333334,0.2701388888888889,42.13,43.169,0.4909722222222222,160.4,0.2076388888888889,1.7
1335,50308,Elixhausen,50308,,5161,,3052,0.09338138925294888,0.3555045871559633,43.66,45.34,0.504259501965924,552.8,0.209043250327654,1.59
1336,50309,Elsbethen,50309,,5061,,5494,0.09119038951583545,0.38860575172915907,44.41,50.339,0.5176556243174372,611.3,0.1896614488532945,1.56
1337,50310,Eugendorf,50310,M,5301,5302,7083,0.108287448821121,0.639135959339263,42.37,42.468,0.5260482846251588,297.7,0.19892700832980376,1.67
1338,50311,Faistenau,50311,,5324,,3085,0.09076175040518639,0.22204213938411668,41.23,41.499,0.5497568881685575,160.4,0.20713128038897893,1.63
1339,50312,Fuschl am See,50312,,5330,,1591,0.1125078566939032,0.8912633563796355,41.94,47.161,0.5455688246385921,325.6,0.19924575738529227,1.65
1340,50313,Göming,50313,,5114,,778,0.11053984575835475,0.45115681233933164,40.24,43.152,0.5526992287917738,200.0,0.2043701799485861,1.71
1341,50314,Grödig,50314,M,5082,5083,7392,0.07724567099567099,0.5273268398268398,43.52,41.169,0.5033820346320347,360.0,0.19480519480519481,1.54
1342,50315,Großgmain,50315,,5084,,2640,0.08825757575757576,0.36287878787878786,44.85,46.824,0.47765151515151516,360.0,0.18257575757575759,1.57
1343,50316,Hallwang,50316,,5300,,4192,0.10973282442748092,0.5407919847328244,43.37,45.103,0.5427003816793893,465.5,0.19823473282442747,1.65
1344,50317,Henndorf am Wallersee,50317,,5302,,5025,0.08935323383084577,0.4047761194029851,42.77,43.895,0.5233830845771145,343.6,0.20796019900497512,1.62
1345,50318,Hintersee,50318,,5324,,472,0.11652542372881355,0.2245762711864407,40.77,42.857,0.5635593220338984,167.0,0.2033898305084746,1.55
1346,50319,Hof bei Salzburg,50319,,5322,,3587,0.10119877334820183,0.5093392807359911,43.02,42.377,0.5285754112071369,217.2,0.19152495121271257,1.61
1347,50320,Köstendorf,50320,,5203,,2659,0.08386611508085746,0.4355020684467845,42.2,42.176,0.5332831891688605,184.9,0.1993230537796164,1.69
1348,50321,Koppl,50321,,5321,5023,3659,0.09346816069964471,0.24952172724788194,41.24,47.784,0.5250068324678874,440.5,0.20688712763050013,1.67
1349,50322,Lamprechtshausen,50322,,5112,5110,4055,0.08902589395807645,0.49494451294697905,40.93,43.614,0.5230579531442663,172.2,0.2029593094944513,1.73
1350,50323,Mattsee,50323,M,5163,,3446,0.0943122460824144,0.3224027858386535,43.84,46.724,0.4973882762623331,456.1,0.1868833430063842,1.59
1351,50324,Neumarkt am Wallersee,50324,ST,5202,,6492,0.08810844115834873,0.44716574245224894,40.89,41.692,0.5086260012322859,259.0,0.18330252618607518,1.69
1352,50325,Nußdorf am Haunsberg,50325,,5151,5162 5165,2417,0.09184940008274721,0.33719486967314855,41.22,40.75,0.5453040959867604,200.0,0.2167976830781961,1.67
1353,50326,Oberndorf bei Salzburg,50326,ST,5110,,5850,0.08034188034188035,0.4176068376068376,42.56,40.68,0.49333333333333335,395.7,0.18786324786324787,1.64
1354,50327,Obertrum am See,50327,M,5162,,4956,0.09463276836158192,0.37066182405165454,41.56,44.46,0.5276432606941082,386.6,0.19289749798224373,1.66
1355,50328,Plainfeld,50328,,5325,,1261,0.10626486915146709,0.26804123711340205,42.59,45.48,0.5693893735130848,217.2,0.21490880253766853,1.72
1356,50329,Sankt Georgen bei Salzburg,50329,,5113,,3031,0.07951171230616957,0.302210491586935,41.7,40.202,0.534147146156384,149.8,0.21082151105245794,1.69
1357,50330,Sankt Gilgen,50330,,5340,4854 4866 5310 5342 5360,3905,0.1175416133162612,0.44609475032010243,44.82,41.131,0.4798975672215109,395.2,0.17797695262483995,1.68
1358,50331,Schleedorf,50331,,5205,,1119,0.08936550491510277,0.2323503127792672,40.55,43.168,0.5397676496872207,184.9,0.20911528150134048,1.75
